Empresa;CNPJ;UF;Situacao;Monitorado
CIPALAM INDUSTRIA E COMERCIO DE LAMINADOS LTDA;06.943.259/0001-52;MG;Ativa;Sim
CIPAN COM E IND DE PRODS ALIMENTICIOS DO NORDESTE LTDA;09.991.639/0001-50;PE;Ativa;Sim
CIPATEX ADESIVOS LTDA.;43.084.554/0001-27;SP;Ativa;Sim
CIPATEX DO NORDESTE S/A;02.007.875/0001-40;PB;Ativa;Sim
CIPATEX DO NORDESTE S/A;02.007.875/0001-40;PB;Ativa;Sim
CIPATEX IMPREGNADORA DE PAPEIS E TECIDOS LTDA;47.254.461/0001-54;SP;Ativa;Sim
CIPATEX IMPREGNADORA DE PAPEIS E TECIDOS LTDA;47.254.461/0001-54;SP;Ativa;Sim
CIPEC INDUSTRIAL DE AUTOPECAS LTDA;00.610.742/0001-39;SP;Ativa;Sim
CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.;18.268.051/0001-64;SP;Ativa;Sim
CIPLA INDUSTRIA DE MATERIAIS DE CONSTRUCAO SA;84.683.515/0001-23;SC;Ativa;Sim
CIPLAFE COMERCIO E INDUSTRIA DE MOVEIS LTDA;47.841.911/0001-05;SP;Ativa;Sim
CIPLAN CIMENTO PLANALTO SA;00.057.240/0001-22;DF;Ativa;Sim
CIRCUIBRAS IND COM DE CIRCUITOS IMP PROFISSIONAIS LTDA;79.077.343/0001-04;PR;Ativa;Sim
CIRCULO S/A.;84.043.009/0001-70;SC;Ativa;Sim
CIRCULO S/A.;84.043.009/0001-70;SC;Ativa;Sim
CIRION TECHNOLOGIES DO BRASIL LTDA;72.843.212/0001-41;SP;Ativa;Sim
CIRNA INDUSTRIA DE PLASTICOS E MOLDES LTDA;87.826.202/0001-75;RS;Ativa;Sim
CIRNA INDUSTRIA DE PLASTICOS E MOLDES LTDA;87.826.202/0001-75;RS;Ativa;Sim
CIRURGICA 4 MATERIAIS CIRURGICOS E HOSPITALARES LTDA;05.234.009/0001-80;RJ;Ativa;Sim
CIRURGICA BAHIA - EQUIPAMENTOS MEDICOS LTDA;04.854.138/0001-09;N/A;Inativa;Sim
CIRURGICA BEZERRA DISTRIBUIDORA LTDA;02.800.122/0001-98;RN;Ativa;Sim
CIRURGICA BRASILEIRA COMERCIO DE PRODUTOS HOSPITALARES LTDA;11.041.333/0001-85;PE;Ativa;Sim
CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA;61.418.042/0001-31;SP;Ativa;Sim
CIRURGICA FLECHA COMERCIO DE MATERIAIS CIRURGICOS LTDA;04.823.980/0001-83;SP;Ativa;Sim
CIRURGICA FLORIANOPOLIS COMERCIO DE MATERIAIS HOSPITALARES LTDA;11.754.622/0001-21;SC;Ativa;Sim
CIRURGICA FONTELLES COMERCIO E REPRESENTACOES LTDA;02.363.464/0001-98;MA;Ativa;Sim
CIRURGICA JAW COMERCIO DE MATERIAL MEDICO HOSP LTDA;79.250.676/0001-93;SC;Ativa;Sim
CIRURGICA JAW COMERCIO DE MATERIAL MEDICO HOSP LTDA;79.250.676/0001-93;SC;Ativa;Sim
CIRURGICA MONTEBELLO LTDA;08.674.752/0001-40;PE;Ativa;Sim
CIRURGICA PREMIER - MATERIAL HOSPITALAR LTDA;14.680.621/0001-78;PE;Ativa;Sim
CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA.;94.516.671/0001-53;RS;Ativa;Sim
CIRURGICA STA RITA COMERCIO LTDA;25.738.964/0001-62;MG;Ativa;Sim
CIRURGICA+ COMERCIO PRODUTOS MEDICOS HOSPITALARES LTDA;14.193.538/0001-74;N/A;Inativa;Sim
CIRURMENDES NORTE NORDESTE PROD MEDICOS PROFIS LTDA;63.271.050/0001-23;PE;Ativa;Sim
CIRUSIL COMERCIO DE IMPLANTES ORTOPEDICOS LTDA.;82.027.780/0001-28;PR;Ativa;Sim
CIS BRASIL LTDA.;03.389.993/0001-23;RJ;Ativa;Sim
CISABRASILE LTDA.;05.120.289/0001-04;SC;Ativa;Sim
CISAN EMPREENDIMENTOS PARTICIPACOES E NEGOCIOS LTDA;29.778.210/0001-97;SP;Ativa;Sim
CISBC - CENTRO INTEGRADO DE EDUCACAO LTDA.;05.429.458/0001-84;SP;Ativa;Sim
CISCO COMERCIO E SERVICOS DE HARDWARE E SOFTWARE DO BRASIL LTDA.;09.045.277/0001-05;SP;Ativa;Sim
CISCO DO BRASIL LTDA;00.028.666/0001-58;SP;Ativa;Sim
CISCRE IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS LTDA.;07.014.318/0001-70;SP;Ativa;Sim
CISER FIXADORES AUTOMOTIVOS S/A;12.457.996/0001-48;MG;Ativa;Sim
CISS CONSULTORIA EM INFORMATICA, SERVICOS E SOFTWARE S/A;82.213.604/0001-80;PR;Ativa;Sim
CITEL ANALISE E PROGRAMACAO DE SISTEMAS LTDA;51.212.892/0001-25;SP;Ativa;Sim
CITELUZ SERVICOS DE ILUMINACAO URBANA S/A;02.966.986/0001-84;BA;Ativa;Sim
CITEROL - COMERCIO E INDUSTRIA DE TECIDOS E ROUPAS S/A;17.183.666/0001-25;MG;Ativa;Sim
CITIBANK DISTRIBUIDORA DE TITULOS E VALORES MOB SA;33.868.597/0001-40;SP;Ativa;Sim
CITIC HIC BRASIL LTDA;13.956.186/0001-07;MG;Ativa;Sim
CITIGROUP GLOBAL MARKETS BRASIL, CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;33.709.114/0001-64;SP;Ativa;Sim
CITIMEDI COMERCIO DE PRODUTOS MEDICOS E HOSPIT LTDA EPP;96.802.913/0001-09;BA;Ativa;Sim
CITRATUS FRAGRANCIAS INDUSTRIA E COMERCIO LTDA.;67.127.985/0001-91;SP;Ativa;Sim
CITRICULTURA MARATA LTDA;04.218.039/0001-30;BA;Ativa;Sim
CITRIX SISTEMAS DO BRASIL LTDA;03.361.767/0001-34;SP;Ativa;Sim
CITROSUCO S/A AGROINDUSTRIA;33.010.786/0001-87;SP;Ativa;Sim
CITROTEC INDUSTRIA E COMERCIO LTDA;03.727.941/0001-10;SP;Ativa;Sim
CITY PLASTIK INDUSTRIA E COMERCIO PLASTICO LTDA;15.776.693/0001-86;AM;Ativa;Sim
CITY SERVICE SEGURANCA LTDA EM RECUPERACAO JUDICIAL;37.077.716/0001-05;DF;Ativa;Sim
CITYADS VEICULACAO DE PUBLICIDADE NA INTERNET LTDA.;18.541.020/0001-35;SP;Ativa;Sim
CITYCAR ALUGUEL DE VEICULOS S.A.;68.765.049/0001-79;RS;Ativa;Sim
CITYCON ENGENHARIA E CONSTRUCOES LTDA;00.125.782/0001-95;SP;Ativa;Sim
CITYGUSA SIDERURGIA LTDA;02.167.722/0001-60;MG;Ativa;Sim
CIVCENTER DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA;30.228.252/0001-33;SP;Ativa;Sim
CIVIL MASTER PROJETOS E CONSTRUCOES LTDA.;02.617.158/0001-30;RJ;Ativa;Sim
CIZOTTO, DONAIRE & CIA LTDA;66.903.360/0001-01;SP;Ativa;Sim
CJ DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.;07.450.031/0001-93;SP;Ativa;Sim
CJ INTERNATIONAL BRASIL COMERCIAL AGRICOLA LTDA.;21.294.708/0001-72;SP;Ativa;Sim
CJ SELECTA S.A.;00.969.790/0001-18;MG;Ativa;Sim
CJK COMERCIO DE ALIMENTOS LTDA;12.125.500/0001-39;SP;Ativa;Sim
CJK ENGENHARIA CIVIL LTDA;03.679.652/0001-92;PR;Ativa;Sim
CJR CONSTRUTORA LTDA.;03.160.081/0001-85;SP;Ativa;Sim
CKS INTERNATIONAL COMERCIO LTDA;19.027.214/0001-80;SP;Ativa;Sim
CL COMERCIO DE MATERIAIS MEDICOS HOSPITALARES LTDA;13.441.051/0002-81;PE;Ativa;Sim
CLAB- CENTRO DE ANALISES CLINICAS DA BAHIA LTDA;13.962.980/0001-55;BA;Ativa;Sim
CLAB- CENTRO DE ANALISES CLINICAS DA BAHIA LTDA;13.962.980/0001-55;BA;Ativa;Sim
CLAM COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA;08.963.064/0001-08;BA;Ativa;Sim
CLAREL DOS REIS FILHO & CIA LTDA;72.441.926/0001-23;RS;Ativa;Sim
CLAREX S.A.;01.741.399/0001-24;SP;Ativa;Sim
CLARIANT BRASIL LTDA.;31.452.113/0001-51;SP;Ativa;Sim
CLARICE ELETRODOMESTICOS LTDA;00.851.124/0001-80;SC;Ativa;Sim
CLARIOS BRASIL SERVICOS LTDA;02.433.020/0001-81;SP;Ativa;Sim
CLARITAS ADMINISTRACAO DE RECURSOS LTDA.;03.987.891/0001-00;SP;Ativa;Sim
CLARIVATE SERVICOS ANALITICOS BRASIL LTDA.;25.330.557/0001-11;SP;Ativa;Sim
CLARK MATERIAL HANDLING BRASIL S.A.;07.105.510/0001-72;SP;Ativa;Sim
CLARK RELIANCE DO BRASIL EQUIPAMENTOS INDUSTRIAIS LTDA.;15.159.283/0001-96;SP;Ativa;Sim
CLARKE MODET PROPRIEDADE INTELECTUAL LTDA;33.033.101/0001-18;RJ;Ativa;Sim
CLARO NXT TELECOMUNICACOES S/A;66.970.229/0001-67;SP;Ativa;Sim
CLARO S.A.;40.432.544/0001-47;SP;Ativa;Sim
CLARO S.A.;40.432.544/0001-47;SP;Ativa;Sim
CLAROBIO INTERNACIONAL LTDA;23.106.350/0001-32;SC;Ativa;Sim
CLASS DOCTOR PRODUTOS PARA SAUDE LTDA;49.151.983/0001-56;DF;Ativa;Sim
CLASSE A FERRO E ACO LTDA;14.101.899/0001-43;MG;Ativa;Sim
CLASSE LOCACAO DE EQUIPAMENTOS E ENTRETENIMENTOS, SERVICOS E MAO DE OBRA LTDA;09.298.295/0001-07;ES;Ativa;Sim
CLASSICOS COMERCIO DE ALIMENTOS LTDA;14.568.548/0001-47;RJ;Ativa;Sim
CLAUDINO S A LOJAS DE DEPARTAMENTOS;06.862.627/0001-38;PI;Ativa;Sim
CLAY IMPORTACAO E EXPORTACAO LTDA;10.354.313/0001-00;CE;Ativa;Sim
CLB2 COMERCIAL LTDA;11.652.269/0001-79;SP;Ativa;Sim
CLD CONSTRUTORA LACOS DETETORES E ELETRONICA LTDA;35.316.813/0001-70;SP;Ativa;Sim
CLD CONSTRUTORA, LACOS DETETORES E ELETRONICA LTDA.;55.996.615/0001-01;SP;Ativa;Sim
CLEAN ENVIRONMENT BRASIL ENGENHARIA E COMERCIO LTDA;00.628.815/0001-10;SP;Ativa;Sim
CLEAN FIELD COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;13.847.910/0001-56;SP;Ativa;Sim
CLEAN FIELD COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;13.847.910/0001-56;SP;Ativa;Sim
CLEAN MALL SERVICOS LTDA;50.784.057/0001-05;SP;Ativa;Sim
CLEAN-MIX PRODUTOS DE HIGIENE E LIMPEZA LTDA;11.725.898/0001-81;RJ;Ativa;Sim
CLEANIC AMBIENTAL COMERCIO E SERVICOS DE HIGIENIZACAO LTDA;01.301.284/0001-19;SP;Ativa;Sim
CLEAR INDUSTRIA DE PAPEIS LTDA;03.790.761/0001-82;MG;Ativa;Sim
CLEAR SALE S.A.;03.802.115/0001-98;SP;Ativa;Sim
CLESS COMERCIO DE COSMETICOS S.A.;06.034.119/0001-61;SP;Ativa;Sim
CLESSE DO BRASIL CAPTACAO,CONTROLE E CONDUCAO DE ENERGIA LTDA;01.527.508/0001-05;SP;Ativa;Sim
CLICK DIGITAL SOLUTIONS LTDA;20.215.683/0001-01;MG;Ativa;Sim
CLICKSIGN GESTAO DE DOCUMENTOS S/A;12.499.520/0001-70;SP;Ativa;Sim
CLIN - CLINICA DE DIAGNOSTICO POR IMAGEM DE NATAL LTDA;10.943.065/0001-24;RN;Ativa;Sim
CLINICA DE ATENDIMENTO DE PREVENCAO A SAUDE LTDA;09.519.375/0001-37;MA;Ativa;Sim
CLINICA DE OLHOS VENTURA CAVALCANTI LTDA;10.927.614/0001-77;PE;Ativa;Sim
CLINICA DE ONCOLOGIA MEDICA SOCIEDADE SIMPLES LTDA;59.481.028/0001-30;SP;Ativa;Sim
CLINICA DE REABILITACAO OTTOBOCK CURITIBA LTDA;30.536.622/0001-08;PR;Ativa;Sim
CLINICA DE REABILITACAO OTTOBOCK SAO PAULO LTDA;66.773.862/0001-65;SP;Ativa;Sim
CLINICA DE SAUDE ESTANCIA VELHA LTDA;93.848.398/0001-00;RS;Ativa;Sim
CLINICA DELFIN GONZALEZ MIRANDA S.A.;16.047.490/0001-11;BA;Ativa;Sim
CLINICA DENTAL ARTE LTDA;01.277.612/0001-99;DF;Ativa;Sim
CLINICA DIETETICA LTDA;12.406.770/0016-0;MT;Ativa;Sim
CLINICA IMAGEM PLENA LTDA;21.434.778/0001-89;PI;Ativa;Sim
CLINICA MEDICA ANHANGUERA LTDA;09.544.327/0001-07;SP;Ativa;Sim
CLINICA MEDICA POPULAR PARANOA LTDA;26.615.984/0001-09;DF;Ativa;Sim
CLINICA NUTRICIONAL LTDA.;05.155.405/0001-12;MS;Ativa;Sim
CLINICA ODONTOLOGIA ELDER CARNEIRO S/S LTDA;03.301.208/0001-39;DF;Ativa;Sim
CLINICA ODONTOLOGICA ELDER CARNEIRO S/S LTDA;03.301.208/0001-39;DF;Ativa;Sim
CLINICA ODONTOLOGICA PAULINIA LTDA;40.292.159/0001-41;SP;Ativa;Sim
CLINICA SAINTE MARIE LTDA.;04.588.288/0001-18;SP;Ativa;Sim
CLINICA SANTA THECLA SOCIEDADE SIMPLES LTDA;88.577.952/0001-13;RS;Ativa;Sim
CLINICA SUL DE OFTALMOLOGIA LTDA;02.769.526/0001-66;DF;Ativa;Sim
CLINIIMAGEM DIAGNOSTICO POR IMAGEM LTDA;05.754.281/0001-91;SC;Ativa;Sim
CLINIVATI CLINICA DO VALE DE TIJUCAS LTDA;80.935.885/0001-50;SC;Ativa;Sim
CLINIVATI CLINICA DO VALE DE TIJUCAS LTDA;80.935.885/0001-50;SC;Ativa;Sim
CLINK COMERCIO DE IMPORTACAO E EXPORTACAO LTDA;97.534.530/0001-51;SP;Ativa;Sim
CLIPTECH INDUSTRIA E COMERCIO LTDA;02.248.426/0002-75;SP;Ativa;Sim
CLIVALE PROSAUDE IGUATEMI S.A.;33.794.132/0001-91;BA;Ativa;Sim
CLOUD SOFTWARE GROUP BRASIL LTDA;04.290.800/0001-45;SP;Ativa;Sim
CLOUDERA SOFTWARE BRASIL LTDA;20.550.128/0001-36;SP;Ativa;Sim
CLOUDHQ PAULINIA FIBER LTDA.;41.967.625/0001-04;SP;Ativa;Sim
CLOUDHQ PAULINIA POWER LTDA.;41.967.551/0001-06;SP;Ativa;Sim
CLQ CENTRO EDUCACIONAL LUIZ DE QUEIROZ LTDA;47.933.270/0001-19;SP;Ativa;Sim
CLUBE DE SAUDE ADMINISTRADORA DE BENEFICIOS LTDA.;17.698.381/0001-27;SP;Ativa;Sim
CLUBE DE TIRO BASE ARMALITE LTDA;28.684.692/0001-53;SP;Ativa;Sim
CLUBE DR ANTONIO AUGUSTO REIS NEVES;53.208.583/0001-07;SP;Ativa;Sim
CLUBE SOROPTIMISTA INTERNACIONAL;30.189.335/0001-60;N/A;Ativa;Sim
CLUBMOTORS VEICULOS LTDA.;07.961.646/0001-84;RS;Ativa;Sim
CLUBSUL DISTRIBUIDORA LTDA;21.560.300/0001-03;MG;Ativa;Sim
CM CAMPINAS MEDICAMENTOS ESPECIAIS LTDA.;11.371.888/0001-95;SP;Ativa;Sim
CM COMANDOS LINEARES LTDA;52.898.194/0001-98;SP;Ativa;Sim
CM HOSPITALAR S.A.;12.420.164/0001-57;SP;Ativa;Sim
CM HOSPITALAR S.A.;12.420.164/0001-57;SP;Ativa;Sim
CM2C REPRESENTACAO COMERCIAL LTDA;09.278.633/0001-30;RJ;Ativa;Sim
CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;05.951.386/0001-30;SP;Ativa;Sim
CMBERRINI VEICULOS LTDA;04.162.784/0001-05;SP;Ativa;Sim
CMC FERRARIN COMERCIO DE MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA.;03.060.727/0001-52;RS;Ativa;Sim
CMD COMERCIO IMPORTACAO HOSPITALAR E INDUSTRIAL LTDA;09.640.023/0001-35;N/A;Inativa;Sim
CMD IMPORTACOES LTDA;27.920.944/0001-33;SC;Ativa;Sim
CMG CORRETORA DE SEGUROS LTDA.;22.456.213/0001-65;SP;Ativa;Sim
CMJ TEXTIL LTDA;81.616.062/0001-24;SC;Ativa;Sim
CMOC BRASIL MINERACAO, INDUSTRIA E PARTICIPACOES LTDA.;26.108.898/0001-00;SP;Ativa;Sim
CMP METALGRAPHICA PAULISTA LTDA;61.161.139/0001-01;SP;Ativa;Sim
CMPC CELULOSE RIOGRANDENSE LTDA;11.234.954/0001-85;RS;Ativa;Sim
CMR COMERCIO DE ELETRO ELETRONICOS LTDA;11.775.328/0001-04;DF;Ativa;Sim
CMS CENTRAL DE MANIPULACAO E SERVICOS FARMACEUTICOS LTDA.;10.479.522/0001-71;RJ;Ativa;Sim
CMS PRODUTOS MEDICOS LTDA;01.476.143/0003-07;N/A;Inativa;Sim
CMS PRODUTOS MEDICOS LTDA;01.476.143/0001-37;GO;Ativa;Sim
CMS PRODUTOS MEDICOS LTDA;01.476.143/0001-37;GO;Ativa;Sim
CMV - CONSTRUCOES MECANICAS LTDA.;87.175.824/0001-80;RS;Ativa;Sim
CN PLUS COMERCIAL LTDA;06.091.618/0001-90;PA;Ativa;Sim
CNH INDUSTRIAL BRASIL LTDA.;01.844.555/0001-82;MG;Ativa;Sim
CNH INDUSTRIAL BRASIL LTDA.;01.844.555/0001-82;MG;Ativa;Sim
CNHI COMERCIO DE PECAS LTDA.;14.928.557/0001-00;MG;Ativa;Sim
CNP ASSURANCES LATAM HOLDING LTDA;05.088.193/0001-06;DF;Ativa;Sim
CNP CAPITALIZACAO S.A.;01.599.296/0001-71;DF;Ativa;Sim
CNP CONSORCIO S.A. ADMINISTRADORA DE CONSORCIOS;05.349.595/0001-09;DF;Ativa;Sim
CNS NACIONAL DE SERVICOS LIMITADA;33.285.255/0001-05;RJ;Ativa;Sim
COAGROSOL - COOPERATIVA DOS AGROPECUARISTAS SOLIDARIOS DE IT;03.754.929/0001-02;SP;Ativa;Sim
COALA DO BRASIL S.A.;69.328.961/0001-26;SP;Ativa;Sim
COALA PAPERS INDUSTRIA E COMERCIO DE PAPEL LTDA;08.239.755/0001-55;SP;Ativa;Sim
COAMO AGROINDUSTRIAL COOPERATIVA;75.904.383/0001-21;PR;Ativa;Sim
COASA TRR COMBUSTIVEIS LTDA.;26.675.712/0001-02;RS;Ativa;Sim
COASUL COOPERATIVA AGROINDUSTRIAL;79.863.569/0001-30;PR;Ativa;Sim
COATS CORRENTE LTDA;61.148.052/0001-02;SP;Ativa;Sim
COBARSA MOTOS LTDA;11.696.408/0001-66;PE;Ativa;Sim
COBASI COMERCIO DE PRODUTOS BASICOS E INDUSTRIALIZADOS S.A.;53.153.938/0001-08;SP;Ativa;Sim
COBB-VANTRESS BRASIL LTDA;00.466.591/0001-97;SP;Ativa;Sim
COBEC COMERCIO DE METALICOS LTDA;18.869.665/0001-00;RS;Ativa;Sim
COBERCHAPAS COMERCIO DE PLACAS LTDA;11.168.469/0001-50;SP;Ativa;Sim
COBERTURA NACIONAL LTDA;80.359.250/0001-51;PR;Ativa;Sim
COBERTURA NACIONAL LTDA;80.359.250/0001-51;PR;Ativa;Sim
COBRA METAIS DECORATIVOS LTDA;50.231.778/0001-80;SP;Ativa;Sim
COBRA ROLAMENTOS E AUTOPECAS S.A.;58.248.352/0001-40;SP;Ativa;Sim
COBRESUL METAIS LTDA;09.652.146/0001-96;SC;Ativa;Sim
COCAL CEREAIS LTDA;25.650.383/0001-74;MG;Ativa;Sim
COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL SA;44.373.108/0001-03;SP;Ativa;Sim
COCAL PARTICIPACOES SA;50.527.638/0001-53;SP;Ativa;Sim
COCAM CIA DE CAFE SOLUVEL E DERIVADOS;60.421.161/0001-80;SP;Ativa;Sim
COCAMAR COOPERATIVA AGROINDUSTRIAL;79.114.450/0001-65;PR;Ativa;Sim
COCAMAR MAQUINAS AGRICOLAS LTDA.;02.213.491/0001-84;PR;Ativa;Sim
COCAMAR TRANSPORTADORA REVENDEDORA RETALHISTA DE COMBUSTIVEIS LTDA;09.604.352/0001-20;PR;Ativa;Sim
CODARIN SHOPPING DA CONSTRUCAO LTDA;03.377.310/0001-18;SP;Ativa;Sim
CODDERA SOFTWARE LTDA;13.005.456/0001-96;SP;Ativa;Sim
CODEMA COMERCIAL E IMPORTADORA LTDA;60.849.197/0001-60;SP;Ativa;Sim
CODIL ALIMENTOS LTDA;04.695.085/0001-20;MG;Ativa;Sim
CODIME COMERCIO E DISTRIBUICAO DE MERCADORIAS LTDA;08.283.205/0001-33;SC;Ativa;Sim
COELMATIC S.A;05.156.224/0001-00;AM;Ativa;Sim
COESA TRANSPORTE REVENDA RETALHISTA DE COMBUSTIVEIS LTDA;00.595.036/0001-65;SP;Ativa;Sim
COFACE DO BRASIL SEGUROS DE CREDITO S.A.;07.644.868/0001-73;SP;Ativa;Sim
COFACE DO BRASIL SERVICOS DE GERENCIAMENTO DE CREDITO LTDA.;04.095.747/0001-21;SP;Ativa;Sim
COFCO INTERNATIONAL BRASIL S.A.;06.315.338/0001-19;SP;Ativa;Sim
COFCO INTERNATIONAL COMERCIO E ARMAZENAGEM DE GRAOS LTDA.;08.963.419/0001-50;MG;Ativa;Sim
COFCO INTERNATIONAL COTTON LTDA.;23.057.450/0001-16;SP;Ativa;Sim
COFCO INTERNATIONAL COTTON LTDA.;23.057.450/0001-16;SP;Ativa;Sim
COFCO INTERNATIONAL GRAINS LTDA.;29.332.398/0001-45;SP;Ativa;Sim
COFEMA ATACADISTA LTDA.;69.194.454/0001-47;SP;Ativa;Sim
COFER IMPORTADORA E DISTRIBUIDORA LTDA;03.064.064/0001-44;MG;Ativa;Sim
COFERCAN COMERCIAL DE FERROS CANOENSE LTDA;87.361.747/0001-53;RS;Ativa;Sim
COFERLY COSMETICA LTDA.;04.866.345/0001-83;SP;Ativa;Sim
COFERMETA SA;17.281.973/0001-49;MG;Ativa;Sim
COFERPA COMERCIO DE FERRO PATENSE LTDA;86.497.526/0001-44;MG;Ativa;Sim
COFERPAN COMERCIAL CATARINENSE DE PRODUTOS PARA PANIFICACAO LTDA;06.218.282/0001-84;SC;Ativa;Sim
COFERPAN COMERCIAL DE FERMENTOS E PROD DE PANIF LTDA;76.273.762/0001-23;PR;Ativa;Sim
COFESA - COMERCIAL FERREIRA SANTOS LTDA;50.052.000/0001-03;SP;Ativa;Sim
COFIPE VEICULOS LTDA;61.100.202/0001-08;SP;Ativa;Sim
COFRATEC INDUSTRIA TEXTIL LTDA.;19.541.444/0001-62;SP;Ativa;Sim
COGEALI - COMERCIAL DE GENEROS ALIMENTICIOS LTDA.;07.348.911/0001-53;BA;Ativa;Sim
COGEB SUPERMERCADOS LTDA;01.673.583/0002-65;SP;Ativa;Sim
COGERACAO DE ENERGIA ELETRICA RHODIA BROTAS S.A.;12.244.251/0001-09;SP;Ativa;Sim
COHAMA ENGENHARIA LTDA;23.244.415/0001-06;MA;Ativa;Sim
COIM BRASIL LTDA;65.426.538/0001-08;SP;Ativa;Sim
COIMED COMERCIO E IMPORTACAO DE MATERIAL MEDICO HOSPITALAR LTDA;63.677.710/0001-70;AM;Inativa;Sim
COIMPA INDUSTRIAL LTDA;04.222.428/0001-30;AM;Ativa;Sim
COLAMID DO BRASIL LTDA;04.781.666/0001-85;PE;Ativa;Sim
COLCHOES APOLO SPUMA LTDA;50.228.154/0001-03;SP;Ativa;Sim
COLECAO INDUSTRIA E COMERCIO DE INFORMATICA, TELECOMUNICACOES E ELETRONICA LTDA;06.043.130/0001-98;MG;Ativa;Sim
COLEGIO ALBERT SABIN LTDA;71.582.258/0001-91;SP;Ativa;Sim
COLEGIO BANDEIRANTES LTDA.;60.882.313/0001-42;SP;Ativa;Sim
COLEGIO BANDEIRANTES LTDA.;60.882.313/0001-42;SP;Ativa;Sim
COLEGIO BILINGUE CENTRO DE EDUCACAO LTDA.;11.382.532/0001-57;SP;Ativa;Sim
COLEGIO INTEGRADO MONTEIRO LOBATO LTDA.;58.975.350/0001-53;SP;Ativa;Sim
COLEGIO OFICINA LTDA;13.528.136/0001-10;SC;Ativa;Sim
COLEGIO PORTAL DO ENGENHO LTDA;02.677.085/0001-72;SP;Ativa;Sim
COLEGIO PORTAL DO ENGENHO LTDA;02.677.085/0001-72;SP;Ativa;Sim
COLEGIO VILA OLIMPIA LTDA;17.467.886/0001-80;SC;Ativa;Sim
COLEGIO VITAL BRAZIL LTDA;13.618.854/0001-88;SP;Ativa;Sim
COLEP DO BRASIL PARTICIPACOES LTDA.;12.522.529/0001-54;SP;Ativa;Sim
COLEPACK INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;10.590.774/0001-73;SC;Ativa;Sim
COLETIVOS SAO GERALDO LIMITADA;31.518.897/0001-73;RJ;Ativa;Sim
COLGATE PALMOLIVE INDUSTRIAL LTDA;03.816.532/0001-90;SP;Ativa;Sim
COLGATE-PALMOLIVE COMERCIAL LTDA.;00.382.468/0001-98;SP;Ativa;Sim
COLIBRI INDUSTRIA E COMERCIO DE MOVEIS LTDA;82.368.283/0001-93;PR;Ativa;Sim
COLISEU PRESENTES LTDA;19.905.295/0001-73;SP;Ativa;Sim
COLIVE - COMERCIAL LINENSE DE VEICULOS LTDA;06.901.191/0001-49;SP;Ativa;Sim
COLLIERS INTERNATIONAL DO BRASIL CONSULTORIA LTDA.;02.636.857/0001-28;SP;Ativa;Sim
COLLIERS INTL REMS BRASIL ADMINISTRACAO IMOBILIARIA LTDA.;10.747.981/0001-99;SP;Ativa;Sim
COLOMBO AGROINDUSTRIA S.A;44.330.975/0001-53;SP;Ativa;Sim
COLON EQUIPAMENTOS RODOVIARIOS S.A;00.122.241/0001-03;PI;Ativa;Sim
COLOPLAST DO BRASIL LTDA;02.794.555/0003-40;SP;Ativa;Sim
COLOR TINTAS DISTRIBUIDORA LTDA;05.238.995/0001-47;RS;Ativa;Sim
COLOR TINTAS DISTRIBUIDORA LTDA;05.238.995/0001-47;RS;Ativa;Sim
COLOR VISAO DO BRASIL INDUSTRIA ACRILICA LIMITADA;47.747.969/0001-94;SP;Ativa;Sim
COLORADO AUTO POSTO LTDA;45.587.003/0001-01;SP;Ativa;Sim
COLORADO COMERCIO DE MAQUINAS AGRICOLAS LTDA.;03.258.870/0001-53;SP;Ativa;Sim
COLORADO LOCADORA E COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA;13.359.994/0001-89;SP;Ativa;Sim
COLORCON DO BRASIL LTDA.;03.947.978/0001-53;SP;Ativa;Sim
COLORMAX TINTAS E VERNIZES LTDA;02.720.469/0001-20;MG;Ativa;Sim
COLORMIX INDUSTRIA E COMERCIO DE PIGMENTOS LTDA;44.346.930/0001-77;SP;Ativa;Sim
COLORNET COMERCIO EXTERIOR LTDA;01.382.160/0001-05;SP;Ativa;Sim
COLOROBBIA BRASIL PRODUTOS PARA CERAMICA LTDA;47.939.855/0001-46;SP;Ativa;Sim
COLOROBBIA BRASIL PRODUTOS PARA CERAMICA LTDA;47.939.855/0001-46;SP;Ativa;Sim
COLOROBBIA NORDESTE PRODUTOS PARA CERAMICA LTDA.;04.019.729/0001-60;PB;Ativa;Sim
